episode,episode_reward,final_money,loss,epsilon,invalid_rate,missed_charger_days,best_money_so_far,eval_final_money_mean,eval_final_money_std,eval_reward_mean,eval_reward_std,eval_missed_charger_days_mean,eval_invalid_rate_mean
1,100.00994800000137,123.67399999999965,nan,0.9993396444444445,0.02557544757033248,4.0,123.67399999999965,nan,nan,nan,nan,nan,nan
2,169.55294599999758,192.66499999999937,nan,0.9986543777777778,0.02033271719038817,3.0,192.66499999999937,nan,nan,nan,nan,nan,nan
3,129.89895400000165,132.71299999999957,nan,0.9980687555555555,0.03460706560922855,7.0,192.66499999999937,nan,nan,nan,nan,nan,nan
4,276.1429439999962,285.6289999999999,nan,0.9973585777777778,0.02318668252080856,2.0,285.6289999999999,nan,nan,nan,nan,nan,nan
5,280.8799539999977,300.7079999999995,nan,0.9967729555555556,0.02883922134102379,7.0,300.7079999999995,nan,nan,nan,nan,nan,nan
6,95.98595200000138,124.7059999999993,nan,0.9961624222222222,0.03250345781466114,7.0,300.7079999999995,nan,nan,nan,nan,nan,nan
7,135.86595000000017,158.63999999999962,nan,0.9955269777777778,0.022591362126245847,5.0,300.7079999999995,nan,nan,nan,nan,nan,nan
8,256.14994799999846,291.5860000000016,nan,0.9948666222222222,0.019820971867007674,4.0,300.7079999999995,nan,nan,nan,nan,nan,nan
9,94.7779520000022,113.72799999999995,nan,0.994256088888889,0.028354080221300138,6.0,300.7079999999995,nan,nan,nan,nan,nan,nan
10,174.3719520000004,201.69599999999954,0.004000880755484104,0.9936455555555556,0.028354080221300138,6.0,300.7079999999995,nan,nan,nan,nan,nan,nan
11,120.31694800000096,131.6029999999991,0.2760414779186249,0.9929852,0.030690537084398978,4.0,300.7079999999995,nan,nan,nan,nan,nan,nan
12,178.02795399999994,148.73999999999944,0.03943035006523132,0.9923995777777778,0.028118240807498196,7.0,300.7079999999995,nan,nan,nan,nan,nan,nan
13,179.6389499999998,198.64899999999898,0.11898160725831985,0.9917641333333334,0.029235880398671095,5.0,300.7079999999995,nan,nan,nan,nan,nan,nan
