episode,episode_reward,final_money,loss,epsilon,invalid_rate,missed_charger_days,best_money_so_far,eval_final_money_mean,eval_final_money_std,eval_reward_mean,eval_reward_std,eval_missed_charger_days_mean,eval_invalid_rate_mean
1,120.70095000000168,150.66099999999918,nan,0.9993645555555556,0.023255813953488372,5.0,150.66099999999918,nan,nan,nan,nan,nan,nan
2,51.55195800000064,74.75199999999992,nan,0.9988287555555555,0.030732860520094562,9.0,150.66099999999918,nan,nan,nan,nan,nan,nan
3,160.5889559999968,183.70499999999913,nan,0.9982680444444444,0.03463855421686747,8.0,183.70499999999913,nan,nan,nan,nan,nan,nan
4,131.1359480000008,147.67999999999924,nan,0.9976076888888888,0.023657289002557546,4.0,183.70499999999913,nan,nan,nan,nan,nan,nan
5,245.44595399999562,252.70999999999904,nan,0.9970220666666667,0.02883922134102379,7.0,252.70999999999904,nan,nan,nan,nan,nan,nan
6,218.18594199999762,242.61599999999916,nan,0.9962869777777777,0.018380241240666284,1.0,252.70999999999904,nan,nan,nan,nan,nan,nan
7,79.40794200000164,117.5759999999989,nan,0.9955518888888889,0.020103388856978748,2.0,252.70999999999904,nan,nan,nan,nan,nan,nan
8,236.77694799999657,267.638999999999,nan,0.9948915333333334,0.024936061381074168,4.0,267.638999999999,nan,nan,nan,nan,nan,nan
9,191.67794999999785,214.68599999999913,nan,0.994256088888889,0.029900332225913623,5.0,267.638999999999,nan,nan,nan,nan,nan,nan
10,185.78794599999696,216.66399999999913,0.6766840219497681,0.9935708222222223,0.019100431300061615,3.0,267.638999999999,nan,nan,nan,nan,nan,nan
11,79.9669580000002,82.7069999999998,1.4010534286499023,0.9930350222222222,0.04018912529550828,9.0,267.638999999999,nan,nan,nan,nan,nan,nan
12,125.09594999999865,150.68799999999933,0.6313855648040771,0.9923995777777778,0.02724252491694352,5.0,267.638999999999,nan,nan,nan,nan,nan,nan
13,22.073952000000187,49.67000000000014,1.0188883543014526,0.9917890444444445,0.025587828492392807,6.0,267.638999999999,nan,nan,nan,nan,nan,nan
14,80.87194600000164,112.64199999999963,1.026767373085022,0.9911037777777778,0.019716574245224893,3.0,267.638999999999,nan,nan,nan,nan,nan,nan
15,160.61294999999697,190.64299999999892,0.6873762607574463,0.9904683333333333,0.025913621262458473,5.0,267.638999999999,nan,nan,nan,nan,nan,nan
16,76.35094800000154,99.70699999999988,0.2674855887889862,0.9898079777777777,0.024936061381074168,4.0,267.638999999999,nan,nan,nan,nan,nan,nan
17,215.15195199999735,249.64399999999884,0.31957316398620605,0.9891974444444445,0.026970954356846474,6.0,267.638999999999,nan,nan,nan,nan,nan,nan
18,198.4159499999993,201.66799999999924,0.5614606738090515,0.988562,0.03122923588039867,6.0,267.638999999999,nan,nan,nan,nan,nan,nan
19,214.03195199999553,244.65999999999906,0.9610671997070312,0.9879514666666667,0.0338865836791148,7.0,267.638999999999,nan,nan,nan,nan,nan,nan
20,171.66494799999649,203.61499999999876,1.0188581943511963,0.9872911111111111,0.021739130434782608,4.0,267.638999999999,nan,nan,nan,nan,nan,nan
21,155.18495200000038,177.67099999999903,0.9452141523361206,0.9866805777777777,0.029045643153526972,6.0,267.638999999999,nan,nan,nan,nan,nan,nan
22,87.29795400000074,92.75999999999998,1.3957096338272095,0.9860949555555556,0.03965392934390771,7.0,267.638999999999,nan,nan,nan,nan,nan,nan
23,184.7979519999988,177.6919999999994,1.3719362020492554,0.9854844222222222,0.028354080221300138,6.0,267.638999999999,nan,nan,nan,nan,nan,nan
24,286.96195199999744,313.6920000000006,1.387932538986206,0.9848738888888889,0.027662517289073305,6.0,313.6920000000006,nan,nan,nan,nan,nan,nan
25,180.39295399999892,204.69899999999956,0.8087599277496338,0.9842882666666667,0.03749098774333093,7.0,313.6920000000006,nan,nan,nan,nan,nan,nan
26,155.89295000000146,134.6889999999996,0.7379147410392761,0.9836528222222223,0.02458471760797342,5.0,313.6920000000006,nan,nan,nan,nan,nan,nan
27,260.2549459999968,288.63300000000004,1.378044843673706,0.9829675555555556,0.020948860135551448,3.0,313.6920000000006,nan,nan,nan,nan,nan,nan
28,-91.20005999999736,0.0,1.4459275007247925,0.9822075555555556,1.0,0.0,313.6920000000006,nan,nan,nan,nan,nan,nan
29,121.83395000000095,153.60999999999927,1.0393821001052856,0.9815721111111111,0.026578073089700997,6.0,313.6920000000006,nan,nan,nan,nan,nan,nan
30,37.84695000000015,65.63699999999986,0.9732930064201355,0.9809366666666667,0.029235880398671095,6.0,313.6920000000006,nan,nan,nan,nan,nan,nan
31,242.2029479999996,227.68099999999905,0.9639024138450623,0.9802763111111111,0.03132992327365729,4.0,313.6920000000006,nan,nan,nan,nan,nan,nan
32,175.97994599999538,195.61599999999885,1.2736430168151855,0.9795910444444444,0.022181146025878003,4.0,313.6920000000006,nan,nan,nan,nan,nan,nan
33,321.40294799999805,342.6150000000007,1.3772761821746826,0.9789306888888889,0.02237851662404092,5.0,342.6150000000007,nan,nan,nan,nan,nan,nan
34,149.77894999999808,182.6389999999992,1.0180351734161377,0.9782952444444445,0.02524916943521595,5.0,342.6150000000007,nan,nan,nan,nan,nan,nan
35,234.4869479999964,259.63299999999913,1.26055109500885,0.9776348888888889,0.02237851662404092,4.0,342.6150000000007,nan,nan,nan,nan,nan,nan
36,159.73695199999807,164.65699999999904,1.1624975204467773,0.9770243555555556,0.034578146611341634,7.0,342.6150000000007,nan,nan,nan,nan,nan,nan
37,161.23195399999904,188.69799999999933,1.1840893030166626,0.9764387333333333,0.03460706560922855,7.0,342.6150000000007,nan,nan,nan,nan,nan,nan
38,325.31394799999765,355.6460000000005,1.361893653869629,0.9757783777777778,0.023657289002557546,4.0,355.6460000000005,nan,nan,nan,nan,nan,nan
39,116.01194800000087,147.67799999999963,1.3312649726867676,0.9751180222222222,0.02237851662404092,4.0,355.6460000000005,nan,nan,nan,nan,nan,nan
40,89.85395200000046,89.67199999999966,1.0036677122116089,0.9745074888888889,0.02627939142461964,6.0,355.6460000000005,nan,nan,nan,nan,nan,nan
41,317.59594599999633,299.6860000000005,1.206486463546753,0.9738222222222223,0.027110289587184228,4.0,355.6460000000005,nan,nan,nan,nan,nan,nan
42,151.98394599999924,176.68799999999948,1.7520986795425415,0.9731369555555556,0.018484288354898338,3.0,355.6460000000005,nan,nan,nan,nan,nan,nan
